Fall,Status,Bearbeitungszeit(Sekunden),ErklärungDatenverarbeitung,Q0,Q1,Q2A,Q2B,Q2C,Q2D,Q2E,Q2F,Q2G,Q3,Q4A,Q4B,Q4C,Q4D,Q4E,Q4F,Q4G,Q4H,Q5,Q6A,Q6B,Q6C,Q6D,Q6E,Q6F,Q7A,Q7B,Q7C,Q7D,Q7E,Q7F,Q8A,Q8B,Q8C,Q8D,Q8E,Q8F,Q8G,Q8H,Q8I,Q8J,Q8K,Q8L,Q9A,Q9B,Q9C,Q9D,Q9E,Q9F,Q9G,Q9H,Q9I,Q9J,Q9K,Q9L,Q10A,Q10B,Q10C,Q11A,Q11B,Q11C,Q11D,Q11E,Q11F,Q11G,Q11H,Q11I,Q12A,Q12B,Q12C,Q12D,Q12E,Q12F,Q12G,Q12H,Q12I,Q13,Q14,Q15,Q16,Q17A,Q17B,Q17C,Q17D,Q17E
"346","Completed","537","1","1","2","2","3","1","2","3","3","3","Desperados Corona Teufele","3","2","1","3","1","1","1","1","1","4","5","5","3","4","3","4","3","4","3","3","1","5","5","5","2","5","3","5","-99","5","5","3","5","1","4","2","-99","-99","-99","-99","2","3","-99","3","3","2","2","5","-99","3","-99","3","2","-99","3","-99","4","-99","5","5","-99","-99","-99","-99","-99","5","2","12","1","1","0","0","0","1","0"
"347","Completed","535","1","1","3","2","2","1","1","2","3","2","Tegernseer","3","2","1","2","1","2","1","1","4","-99","2","4","2","-99","1","4","1","3","4","2","3","5","2","4","2","2","3","3","2","4","2","5","2","3","4","1","2","2","1","4","1","3","2","5","1","4","4","4","1","4","3","2","3","4","4","2","4","1","1","1","1","1","1","2","1","5","1","14","1","1","0","0","0","0","1"
"348","Completed","724","1","1","4","2","3","1","1","2","3","1","paulaner","3","2","2","2","-99","1","-99","1","3","2","3","4","2","4","2","4","3","2","4","5","2","5","-99","3","-99","-99","-99","-99","-99","3","-99","4","3","1","-99","2","-99","-99","-99","3","4","3","-99","5","-99","1","3","4","2","4","2","3","2","2","4","2","4","3","2","1","1","2","4","4","1","5","2","6","1","3","1","0","0","0","0"
"349","Completed","352","1","1","1","3","3","3","3","2","3","2","Kees, Lonesome Oak Brewing, Amundsen, Atelier Vrai","2","2","1","2","2","2","1","3","2","5","5","5","5","2","5","1","1","5","3","4","2","4","2","3","-99","1","1","2","1","1","2","3","2","2","2","1","2","4","4","2","1","2","4","2","5","3","2","5","4","4","1","4","1","1","3","1","1","1","1","-99","1","1","1","2","1","2","1","15","9","3","1","0","0","0","0"
"350","Completed","679","1","1","3","2","3","2","2","3","2","2","Schönbuchbräu, Heineken, Hirsch","3","3","2","2","2","1","1","1","3","4","4","5","3","-99","3","3","3","3","4","4","2","5","4","3","2","4","5","3","-99","3","2","4","3","2","3","2","2","1","1","3","2","3","4","5","1","2","3","5","2","4","3","3","1","2","4","1","3","-99","2","3","2","-99","2","2","-99","3","1","11","1","1","1","0","0","0","0"
"351","Started","463","1","1","2","2","3","2","1","3","2","2","Kristall Sanwald","3","2","1","2","1","1","1","1","2","-99","4","4","3","4","-99","4","4","5","2","5","2","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","0","0","0","0","0"
"352","Started","447","1","1","3","3","3","2","2","3","3","2","Jever Wernesgrüner","3","1","2","3","2","1","1","1","1","4","3","4","4","3","4","4","1","4","1","1","1","5","-99","5","-99","-99","4","-99","2","5","-99","-99","5","1","2","3","3","1","1","2","1","5","1","3","1","1","1","5","2","5","1","1","2","2","5","2","1","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","0","0","0","0","0"
"353","Completed","414","1","1","4","2","2","1","1","2","2","2","Wulle","1","2","1","2","2","2","1","1","2","1","1","1","1","2","1","4","2","5","2","2","2","4","4","1","3","1","2","4","2","-99","4","5","2","1","1","1","1","2","2","1","3","1","1","4","4","2","2","5","3","2","5","4","3","4","1","2","3","2","3","4","1","1","1","2","1","2","1","9","1","2","0","0","0","1","0"
"354","Completed","1180","1","1","3","2","3","1","2","3","3","2","Hochdorfer Radler","3","3","2","3","2","2","1","1","4","2","2","3","1","3","1","4","-99","2","2","-99","3","5","3","3","4","2","2","2","2","3","2","4","3","3","2","1","1","1","1","1","4","2","1","3","2","3","3","3","2","2","3","4","2","2","1","2","4","-99","-99","4","-99","-99","-99","-99","-99","-99","1","13","1","1","0","0","0","1","0"
"355","Completed","813","1","1","2","3","3","1","2","3","3","3","Chiemseer Bayreuther Tegernseer Alpha (Griechenland) Oberdorfer Jeweils im Helle-Format","3","3","2","2","2","1","1","1","3","5","4","5","3","3","1","4","2","3","2","1","2","4","4","4","2","-99","2","2","4","3","2","2","3","4","4","3","1","3","3","3","2","2","1","5","3","3","3","5","1","3","1","1","-99","-99","-99","1","1","-99","-99","-99","-99","-99","2","-99","-99","-99","1","11","1","3","0","0","0","0","1"
"356","Started","482","1","1","3","2","2","1","1","1","2","1","Desperados, Chiemseer, Augustiner","2","3","1","2","1","1","1","1","2","2","2","3","2","2","5","4","3","3","4","2","3","5","4","2","3","3","3","-99","2","2","3","3","3","2","3","1","1","1","2","1","4","1","1","4","2","3","4","4","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","0","0","0","0","0"
"357","Started","566","1","1","2","2","2","2","1","2","2","2","Heineken Stuttgarter Hofbräu","2","2","2","2","2","1","1","1","2","3","2","3","2","1","1","4","4","4","3","2","3","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","0","0","0","0","0"
"358","Started","272","1","1","3","3","2","2","2","-99","-99","-99","selbgebrautes Bier","2","2","1","1","2","1","1","1","2","5","5","5","5","3","3","4","1","3","3","1","1","4","4","3","2","1","5","2","2","4","2","3","4","2","3","1","1","2","2","4","2","2","2","5","4","2","1","5","1","3","3","4","1","2","2","2","3","-99","-99","-99","-99","-99","-99","-99","-99","4","-99","-99","-99","-99","0","0","0","0","0"
"359","Completed","947","1","1","2","3","3","1","1","2","2","3","schönbuch bräu, augustiner","3","2","1","2","3","1","1","1","2","2","2","4","3","2","2","4","3","4","2","5","2","4","4","5","2","2","1","4","4","4","4","3","4","1","4","2","-99","-99","3","3","3","3","2","4","-99","2","2","4","-99","4","3","3","-99","-99","2","3","3","2","1","-99","2","2","-99","4","-99","5","2","6","1","3","0","0","1","0","0"
"360","Completed","255","1","1","4","2","2","1","1","2","2","2","Tegernseer","2","2","2","1","1","1","1","1","2","2","2","2","2","2","2","4","3","3","3","3","3","4","4","3","2","3","3","2","2","-99","2","2","2","2","1","1","1","1","1","1","4","1","1","3","1","3","2","3","1","1","1","2","1","1","1","1","2","3","3","3","3","2","2","2","2","3","1","6","1","1","0","0","1","0","0"
"361","Completed","246","1","1","3","3","3","1","1","1","3","2","Büble Gorbatschow Lupina Ginger","3","3","3","1","3","3","-99","-99","5","5","4","5","5","5","5","5","5","5","5","5","5","5","5","5","1","5","5","5","2","-99","4","2","5","1","2","5","4","5","2","3","5","5","2","4","5","5","3","3","5","1","5","4","5","5","3","1","5","2","3","2","4","4","2","5","-99","4","2","6","7","3","-99","-99","-99","-99","-99"
"362","Completed","410","1","1","3","3","3","2","2","3","3","3","","3","3","1","3","1","1","1","1","1","4","4","-99","4","3","2","3","3","3","-99","-99","1","5","2","4","4","2","4","2","2","4","2","4","-99","1","5","-99","2","1","3","3","3","2","2","5","2","1","2","4","2","4","3","2","2","2","2","3","4","3","3","4","4","4","3","4","2","3","1","11","1","1","0","0","0","1","0"
"363","Completed","694","1","1","3","3","3","1","1","2","2","2","Spaten","3","3","1","2","2","2","1","1","1","5","3","5","3","3","2","3","1","2","3","1","1","5","2","3","2","2","2","2","3","3","4","3","-99","1","4","3","2","2","3","3","2","4","1","4","1","1","1","4","1","3","4","4","4","2","3","2","3","1","1","1","1","1","1","2","1","2","1","3","1","4","0","0","1","0","0"
"364","Completed","890","1","1","4","1","2","1","1","1","2","1","Desperados Gold Ochsen","2","2","1","1","1","2","1","1","3","1","1","1","1","1","1","4","2","3","3","5","2","-99","-99","3","-99","-99","3","3","-99","-99","2","4","3","1","4","1","1","1","1","1","5","1","1","1","1","-99","3","3","3","1","1","2","3","3","1","3","4","1","-99","2","-99","2","3","-99","-99","-99","2","8","1","3","1","0","0","0","0"
"365","Completed","2014","1","1","2","3","2","2","2","2","3","2","Öttinger, Ratskrone","3","2","2","2","2","1","1","1","2","4","4","5","4","4","4","4","3","4","3","1","1","3","1","3","3","2","-99","3","2","4","3","3","-99","1","2","5","-99","3","1","4","4","3","-99","5","-99","1","1","5","2","4","2","2","3","3","2","2","3","2","2","2","2","2","-99","-99","-99","4","2","8","1","3","0","0","0","1","0"
"366","Completed","543","1","1","3","2","2","1","1","2","2","1","Münchner Helles","3","1","1","1","1","1","1","1","1","-99","1","4","-99","2","4","-99","-99","3","-99","2","-99","5","4","-99","2","-99","2","-99","-99","-99","-99","5","3","2","3","5","1","-99","2","3","4","4","1","5","-99","1","1","3","1","4","2","3","2","3","3","1","3","-99","-99","-99","-99","-99","-99","-99","-99","-99","1","10","1","1","0","0","1","0","0"
"367","Completed","755","1","1","2","3","3","1","1","2","3","2","Sternburg Export Wolters Becks Blue","3","1","1","2","3","1","1","1","4","5","3","5","4","4","4","3","4","2","2","4","2","5","4","5","1","3","4","4","3","-99","1","5","4","4","3","3","2","1","2","5","1","4","1","4","1","5","5","3","2","5","1","3","3","2","2","2","2","2","-99","-99","-99","2","-99","-99","-99","-99","1","10","9","3","0","0","0","0","1"
"368","Completed","794","1","1","4","2","3","1","1","2","2","1","Schönbuchbräu Pils","2","2","1","2","1","1","1","1","1","1","2","2","1","1","1","3","3","4","3","2","3","-99","4","4","2","4","5","-99","4","4","-99","-99","-99","2","1","2","1","1","1","4","3","4","2","3","2","2","2","3","1","3","3","3","2","1","2","2","3","1","1","1","1","1","1","3","1","4","1","13","1","3","1","0","0","0","0"
"369","Completed","502","1","1","3","2","2","1","1","2","2","2","Chiemseer","2","2","1","2","1","2","1","1","2","2","2","4","2","4","5","4","1","4","3","1","2","-99","5","4","3","-99","5","3","5","4","2","5","5","2","5","1","2","1","2","3","4","3","2","4","1","4","1","4","1","4","4","4","1","3","3","2","4","5","-99","3","2","5","4","5","-99","5","1","10","1","3","-99","-99","-99","-99","-99"
"370","Completed","1370","1","1","3","2","2","1","1","2","2","1","","3","2","1","1","1","1","1","1","2","2","2","3","2","2","1","3","3","3","2","4","2","5","4","4","3","2","2","3","3","3","2","4","5","2","3","1","2","1","1","4","2","2","1","4","1","1","1","3","4","3","4","3","2","3","3","2","3","1","1","1","1","1","1","1","1","1","1","8","1","3","1","0","0","0","0"
"371","Completed","384","1","1","3","3","2","2","1","2","2","2","Berg Brauerei Gold Ochsen Zwiefalter Klosterbräu Meckatzer Augustiner","3","-99","-99","-99","1","2","1","1","1","3","2","2","2","2","2","3","2","3","3","2","1","5","4","3","3","2","5","5","2","4","3","3","-99","1","5","1","2","3","1","4","2","1","5","5","3","1","1","4","2","3","4","4","2","3","1","2","4","3","3","2","2","2","1","4","1","3","1","7","1","3","1","0","0","0","1"
"372","Completed","651","1","1","2","3","3","1","1","3","2","2","Augustiner","3","2","1","2","2","1","1","1","2","4","3","5","-99","1","4","2","4","5","4","3","2","5","5","5","1","1","2","2","1","2","2","4","4","1","5","1","3","3","4","4","3","4","4","5","3","1","2","4","4","2","4","4","3","3","1","2","3","3","2","1","1","3","2","1","1","4","1","6","1","3","0","0","0","0","1"
"373","Completed","1084","1","1","3","3","3","1","1","3","3","2","Chiemseer","3","2","1","2","2","1","1","1","2","4","3","4","2","2","3","5","2","3","2","2","1","5","2","5","2","-99","2","2","2","5","3","3","3","2","4","2","3","-99","3","3","1","3","2","4","2","2","2","4","2","4","2","2","3","3","3","3","2","-99","-99","-99","-99","2","3","5","1","5","1","8","1","3","0","0","1","0","0"
"374","Completed","817","1","1","5","2","2","1","1","2","2","1","Pilz","2","2","1","2","1","1","1","1","3","1","1","1","1","1","1","4","4","5","4","3","4","-99","-99","-99","3","3","1","-99","3","1","4","4","-99","5","4","-99","-99","-99","-99","4","5","5","-99","-99","-99","4","4","2","-99","-99","-99","-99","-99","-99","-99","-99","-99","1","1","1","1","1","1","1","1","1","1","9","1","3","0","0","0","0","1"
"375","Completed","615","1","1","3","2","3","1","1","2","2","3","Oettinger Bayreuther Störtebeker","3","2","1","2","2","2","1","1","5","2","2","5","4","1","1","5","2","4","1","2","2","5","2","4","1","1","3","2","4","4","1","2","1","4","4","1","1","1","1","3","2","4","1","5","1","4","1","4","3","4","4","4","4","4","4","2","2","-99","1","1","1","1","1","1","1","3","1","7","1","1","0","0","0","0","0"
"376","Completed","651","1","1","3","3","2","2","1","2","3","3","Alpirsbacher Kloster Helles Chiemseer Helles","3","1","1","2","2","1","1","1","4","2","3","5","2","2","1","5","4","3","2","1","3","5","5","3","3","-99","1","3","-99","5","-99","4","5","5","2","2","2","2","2","5","4","2","2","5","2","4","4","4","-99","3","4","4","3","2","2","1","4","-99","-99","2","-99","-99","-99","4","-99","4","1","9","1","3","0","0","0","0","1"
"377","Completed","745","1","1","4","2","2","2","3","1","2","2","Astra","3","1","1","2","2","1","1","1","1","2","2","3","2","2","2","4","1","4","2","1","2","5","4","4","4","1","1","3","-99","3","2","5","4","1","4","3","-99","-99","-99","-99","5","3","-99","4","-99","1","1","4","-99","-99","4","4","-99","-99","1","1","5","1","1","1","1","2","1","1","1","3","2","6","1","3","1","0","0","0","0"
"378","Completed","470","1","1","2","3","3","2","2","2","3","3","Jever","3","3","1","2","1","1","1","1","2","4","4","4","3","3","3","3","2","4","2","2","1","4","3","4","3","2","3","-99","2","4","-99","3","3","2","5","3","4","3","3","5","4","5","4","4","3","2","3","4","3","3","3","2","3","3","3","3","2","4","2","2","2","4","4","4","2","4","1","13","1","2","1","0","0","0","0"
"379","Completed","376","1","1","3","3","3","2","2","2","3","3","Rothaus","3","3","1","3","1","1","1","1","2","4","3","5","4","4","3","2","2","5","2","2","2","4","3","4","4","2","3","2","4","4","4","3","4","2","4","3","2","2","2","2","3","4","3","3","2","4","5","2","4","4","4","2","4","4","4","4","2","2","2","2","2","3","3","5","2","4","1","11","1","1","0","0","0","0","1"
"380","Completed","408","1","1","3","3","3","3","3","2","3","3","Krombacher","3","3","1","3","1","1","1","1","2","4","4","4","4","4","4","2","2","2","2","2","4","4","4","4","-99","2","3","-99","2","5","4","3","3","2","4","3","2","2","2","3","2","4","2","3","3","1","5","2","4","4","4","3","4","4","4","4","3","2","2","2","2","3","2","3","2","3","1","10","1","8","1","0","0","0","0"
"381","Completed","297","1","1","1","3","3","3","3","2","3","3","Oettinger","2","2","3","2","3","1","3","1","1","5","5","5","5","5","5","1","1","4","1","1","1","3","3","4","2","2","2","2","3","3","4","3","3","1","4","4","4","3","2","3","2","4","3","4","3","1","2","5","3","3","3","2","3","3","3","3","2","1","2","1","1","4","4","2","1","3","1","14","1","3","0","0","0","0","1"
"382","Completed","315","1","1","4","2","2","1","1","1","2","2","Keine Bestimmte Marke","2","2","1","2","1","1","1","1","4","3","3","3","3","3","4","5","4","2","4","4","4","2","2","4","1","4","2","2","4","3","1","1","2","5","1","1","1","1","1","1","3","1","1","1","1","5","4","2","2","2","2","4","2","2","2","2","4","1","2","2","1","1","1","2","2","1","2","2","1","4","0","0","1","0","0"
"383","Completed","767","1","1","5","2","2","1","1","1","2","2","Hochdorfer","2","1","1","2","1","1","1","1","1","1","1","3","1","1","1","2","1","3","2","1","3","5","-99","4","3","1","2","4","4","-99","1","5","3","3","2","-99","-99","-99","-99","-99","4","-99","-99","3","-99","-99","-99","-99","1","1","4","5","1","1","2","2","3","2","3","2","1","1","1","1","1","4","1","8","1","1","0","0","1","0","0"
"384","Completed","1054","1","1","2","3","3","2","2","2","2","2","","3","2","1","2","2","2","1","1","4","3","3","4","2","2","2","3","3","4","2","3","2","4","3","2","3","2","3","4","2","3","3","3","2","1","3","4","3","2","2","3","4","3","3","5","4","2","4","4","2","4","2","4","4","3","3","2","4","3","4","4","2","2","3","3","2","3","1","11","1","1","1","0","0","0","0"
"385","Completed","820","1","1","2","1","3","1","1","3","3","3","Hochdorfer","3","3","2","3","3","1","1","1","-99","5","-99","5","5","-99","4","2","2","5","1","2","1","5","-99","4","1","1","3","3","4","4","3","5","5","1","4","2","1","-99","1","5","2","5","1","5","-99","1","1","4","3","4","4","4","3","3","3","2","2","4","3","4","4","3","2","3","1","5","1","12","1","1","1","0","0","0","0"
"386","Completed","767","1","1","3","2","3","1","1","3","3","2","Schönbuch, Bayreuther, chiemseer, Augustiner, Hirsch","2","-99","-99","2","-99","-99","-99","-99","2","4","3","5","2","3","2","4","3","4","2","2","1","5","2","4","2","2","5","3","2","4","-99","5","5","2","2","2","1","1","1","4","3","1","1","5","2","2","2","4","2","4","4","3","2","2","4","2","3","2","4","4","2","3","2","2","2","4","2","7","1","3","0","0","0","0","1"
"387","Completed","396","1","1","2","3","3","1","2","3","-99","-99","Alpirsbacher","2","2","2","2","2","1","1","1","5","5","-99","5","4","3","4","1","-99","-99","1","1","1","4","3","2","4","1","1","1","2","2","3","4","2","1","4","2","1","4","1","1","1","3","1","4","1","1","1","5","1","5","1","3","1","1","1","1","2","1","1","4","1","1","3","1","1","1","1","8","1","1","1","0","1","0","0"
"388","Completed","1234","1","1","3","3","2","2","1","1","3","2","Schönbuch Braumanufaktur Zwiefalter Klosterbräu Alpirsbacher Klosterbräu Berg Brauerei","3","3","1","2","1","2","1","1","3","2","1","3","2","1","1","5","3","5","4","1","2","5","1","1","1","1","4","3","1","3","1","3","1","2","2","1","1","1","1","4","3","1","5","2","1","5","1","5","5","4","5","3","2","2","2","2","3","1","1","1","2","1","1","1","1","3","1","-99","1","1","-99","-99","-99","-99","-99"
"389","Completed","288","1","1","2","3","3","3","2","2","3","3","Alle","3","3","1","2","1","2","1","1","1","5","5","5","5","4","4","2","2","5","2","2","2","3","-99","4","3","-99","3","3","4","4","4","3","3","1","5","4","3","3","3","3","2","5","3","3","3","1","2","5","3","4","3","2","3","3","3","3","2","1","1","1","1","3","4","3","1","3","1","14","1","1","1","0","0","0","0"
